#Partida_completa,Orgánica_completa,Funcional_Completa,Económica_completa,Org1_Seccion,Org1_Denominación,Org1_Completa,Org2_Servicio,Org2_Denominación,Org2_Completa,Org3_Centro,Org3_Denominación,Org3_Completa,Ec1_Capítulo,Ec1_Denominación,Ec1_Completa,Ec2_Artículo,Ec2_Denominación,Ec2_Completa,Ec3_Concepto,Ec3_Denominación,Ec3_Completa,Ec4_Subconcepto,Ec4_Denominación,Ec4_Completa,Func1_Grupo,Func1_Denominación,Func1_Completa,Func2_Función,Func2_Denominación,Func2_Completa,Func3_Subfunción,Func3_Denominación,Func3_Completa,Func4_Programa,Func4_Denominación,Func4_Completa,Func5_Subprograma,Func5_Denominación,Func5_Completa,Presupuesto
1201.9111.20200,1201,9111,20200,12,HACIENDA Y ADMINISTRACIÓN PÚBLICA,12 HACIENDA Y ADMINISTRACION PUBLICA,1201,SECRETARÍA GENERAL TÉCNICA,1201 SECRETARIA GENERAL TECNICA,,,,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,2 GASTOS EN BIENES CORRIENTES Y SERVICIOS,20,ARRENDAMIENTOS Y CANONES,20 ARRENDAMIENTOS Y CANONES,202,EDIFICIOS Y OTRAS CONSTRUCCIONES,202 EDIFICIOS Y OTRAS CONSTRUCCIONES,20200,EDIFICIOS Y OTRAS CONSTRUCCIONES,20200 EDIFICIOS Y OTRAS CONSTRUCCIONES,9,ACTUACIONES DE CARÁCTER GENERAL,9 ACTUACIONES DE CARACTER GENERAL,91,SERVICIOS DE CARÁCTER GENERAL,91 SERVICIOS DE CARACTER GENERAL,911,SERVICIOS DE CARÁCTER GENERAL,911 SERVICIOS DE CARACTER GENERAL,9111,SERVICIOS DE CARÁCTER GENERAL Y ATENCIÓN AL CIUDADANO,9111 SERVICIOS DE CARACTER GENERAL Y ATENCION AL CIUDADANO,,,,500
1201.9111.20300,1201,9111,20300,12,HACIENDA Y ADMINISTRACIÓN PÚBLICA,12 HACIENDA Y ADMINISTRACION PUBLICA,1201,SECRETARÍA GENERAL TÉCNICA,1201 SECRETARIA GENERAL TECNICA,,,,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,2 GASTOS EN BIENES CORRIENTES Y SERVICIOS,20,ARRENDAMIENTOS Y CANONES,20 ARRENDAMIENTOS Y CANONES,203,"MAQUINARIA, INSTALACION Y UTILLAJE","203 MAQUINARIA, INSTALACION Y UTILLAJE",20300,"MAQUINARIA,INSTALACIONES Y UTILLAJE","20300 MAQUINARIA,INSTALACIONES Y UTILLAJE",9,ACTUACIONES DE CARÁCTER GENERAL,9 ACTUACIONES DE CARACTER GENERAL,91,SERVICIOS DE CARÁCTER GENERAL,91 SERVICIOS DE CARACTER GENERAL,911,SERVICIOS DE CARÁCTER GENERAL,911 SERVICIOS DE CARACTER GENERAL,9111,SERVICIOS DE CARÁCTER GENERAL Y ATENCIÓN AL CIUDADANO,9111 SERVICIOS DE CARACTER GENERAL Y ATENCION AL CIUDADANO,,,,500
1201.9111.21000,1201,9111,21000,12,HACIENDA Y ADMINISTRACIÓN PÚBLICA,12 HACIENDA Y ADMINISTRACION PUBLICA,1201,SECRETARÍA GENERAL TÉCNICA,1201 SECRETARIA GENERAL TECNICA,,,,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,2 GASTOS EN BIENES CORRIENTES Y SERVICIOS,21,"REPARACIONES, MANTENIMIENTO Y CONSERVACION","21 REPARACIONES, MANTENIMIENTO Y CONSERVACION",210,TERRENOS Y BIENES NATURALES,210 TERRENOS Y BIENES NATURALES,21000,INMOVILIZADO PROPIO,21000 INMOVILIZADO PROPIO,9,ACTUACIONES DE CARÁCTER GENERAL,9 ACTUACIONES DE CARACTER GENERAL,91,SERVICIOS DE CARÁCTER GENERAL,91 SERVICIOS DE CARACTER GENERAL,911,SERVICIOS DE CARÁCTER GENERAL,911 SERVICIOS DE CARACTER GENERAL,9111,SERVICIOS DE CARÁCTER GENERAL Y ATENCIÓN AL CIUDADANO,9111 SERVICIOS DE CARACTER GENERAL Y ATENCION AL CIUDADANO,,,,10000
1201.9111.21200,1201,9111,21200,12,HACIENDA Y ADMINISTRACIÓN PÚBLICA,12 HACIENDA Y ADMINISTRACION PUBLICA,1201,SECRETARÍA GENERAL TÉCNICA,1201 SECRETARIA GENERAL TECNICA,,,,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,2 GASTOS EN BIENES CORRIENTES Y SERVICIOS,21,"REPARACIONES, MANTENIMIENTO Y CONSERVACION","21 REPARACIONES, MANTENIMIENTO Y CONSERVACION",212,EDIFICIOS Y OTRAS CONSTRUCCIONES,212 EDIFICIOS Y OTRAS CONSTRUCCIONES,21200,INMOVILIZADO PROPIO,21200 INMOVILIZADO PROPIO,9,ACTUACIONES DE CARÁCTER GENERAL,9 ACTUACIONES DE CARACTER GENERAL,91,SERVICIOS DE CARÁCTER GENERAL,91 SERVICIOS DE CARACTER GENERAL,911,SERVICIOS DE CARÁCTER GENERAL,911 SERVICIOS DE CARACTER GENERAL,9111,SERVICIOS DE CARÁCTER GENERAL Y ATENCIÓN AL CIUDADANO,9111 SERVICIOS DE CARACTER GENERAL Y ATENCION AL CIUDADANO,,,,70000
1201.9111.21300,1201,9111,21300,12,HACIENDA Y ADMINISTRACIÓN PÚBLICA,12 HACIENDA Y ADMINISTRACION PUBLICA,1201,SECRETARÍA GENERAL TÉCNICA,1201 SECRETARIA GENERAL TECNICA,,,,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,2 GASTOS EN BIENES CORRIENTES Y SERVICIOS,21,"REPARACIONES, MANTENIMIENTO Y CONSERVACION","21 REPARACIONES, MANTENIMIENTO Y CONSERVACION",213,"MAQUINARIA, INSTALACION Y UTILLAJE","213 MAQUINARIA, INSTALACION Y UTILLAJE",21300,INMOVILIZADO PROPIO,21300 INMOVILIZADO PROPIO,9,ACTUACIONES DE CARÁCTER GENERAL,9 ACTUACIONES DE CARACTER GENERAL,91,SERVICIOS DE CARÁCTER GENERAL,91 SERVICIOS DE CARACTER GENERAL,911,SERVICIOS DE CARÁCTER GENERAL,911 SERVICIOS DE CARACTER GENERAL,9111,SERVICIOS DE CARÁCTER GENERAL Y ATENCIÓN AL CIUDADANO,9111 SERVICIOS DE CARACTER GENERAL Y ATENCION AL CIUDADANO,,,,120000
1201.9111.21400,1201,9111,21400,12,HACIENDA Y ADMINISTRACIÓN PÚBLICA,12 HACIENDA Y ADMINISTRACION PUBLICA,1201,SECRETARÍA GENERAL TÉCNICA,1201 SECRETARIA GENERAL TECNICA,,,,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,2 GASTOS EN BIENES CORRIENTES Y SERVICIOS,21,"REPARACIONES, MANTENIMIENTO Y CONSERVACION","21 REPARACIONES, MANTENIMIENTO Y CONSERVACION",214,ELEMENTOS DE TRANSPORTE,214 ELEMENTOS DE TRANSPORTE,21400,INMOVILIZADO PROPIO,21400 INMOVILIZADO PROPIO,9,ACTUACIONES DE CARÁCTER GENERAL,9 ACTUACIONES DE CARACTER GENERAL,91,SERVICIOS DE CARÁCTER GENERAL,91 SERVICIOS DE CARACTER GENERAL,911,SERVICIOS DE CARÁCTER GENERAL,911 SERVICIOS DE CARACTER GENERAL,9111,SERVICIOS DE CARÁCTER GENERAL Y ATENCIÓN AL CIUDADANO,9111 SERVICIOS DE CARACTER GENERAL Y ATENCION AL CIUDADANO,,,,1500
1201.9111.21500,1201,9111,21500,12,HACIENDA Y ADMINISTRACIÓN PÚBLICA,12 HACIENDA Y ADMINISTRACION PUBLICA,1201,SECRETARÍA GENERAL TÉCNICA,1201 SECRETARIA GENERAL TECNICA,,,,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,2 GASTOS EN BIENES CORRIENTES Y SERVICIOS,21,"REPARACIONES, MANTENIMIENTO Y CONSERVACION","21 REPARACIONES, MANTENIMIENTO Y CONSERVACION",215,MOBILIARIO Y ENSERES,215 MOBILIARIO Y ENSERES,21500,INMOVILIZADO PROPIO,21500 INMOVILIZADO PROPIO,9,ACTUACIONES DE CARÁCTER GENERAL,9 ACTUACIONES DE CARACTER GENERAL,91,SERVICIOS DE CARÁCTER GENERAL,91 SERVICIOS DE CARACTER GENERAL,911,SERVICIOS DE CARÁCTER GENERAL,911 SERVICIOS DE CARACTER GENERAL,9111,SERVICIOS DE CARÁCTER GENERAL Y ATENCIÓN AL CIUDADANO,9111 SERVICIOS DE CARACTER GENERAL Y ATENCION AL CIUDADANO,,,,30000
1201.9111.21600,1201,9111,21600,12,HACIENDA Y ADMINISTRACIÓN PÚBLICA,12 HACIENDA Y ADMINISTRACION PUBLICA,1201,SECRETARÍA GENERAL TÉCNICA,1201 SECRETARIA GENERAL TECNICA,,,,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,2 GASTOS EN BIENES CORRIENTES Y SERVICIOS,21,"REPARACIONES, MANTENIMIENTO Y CONSERVACION","21 REPARACIONES, MANTENIMIENTO Y CONSERVACION",216,EQUIPOS PARA PROCESO DE INFORMACION,216 EQUIPOS PARA PROCESO DE INFORMACION,21600,INMOVILIZADO PROPIO,21600 INMOVILIZADO PROPIO,9,ACTUACIONES DE CARÁCTER GENERAL,9 ACTUACIONES DE CARACTER GENERAL,91,SERVICIOS DE CARÁCTER GENERAL,91 SERVICIOS DE CARACTER GENERAL,911,SERVICIOS DE CARÁCTER GENERAL,911 SERVICIOS DE CARACTER GENERAL,9111,SERVICIOS DE CARÁCTER GENERAL Y ATENCIÓN AL CIUDADANO,9111 SERVICIOS DE CARACTER GENERAL Y ATENCION AL CIUDADANO,,,,2000
1201.9111.21900,1201,9111,21900,12,HACIENDA Y ADMINISTRACIÓN PÚBLICA,12 HACIENDA Y ADMINISTRACION PUBLICA,1201,SECRETARÍA GENERAL TÉCNICA,1201 SECRETARIA GENERAL TECNICA,,,,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,2 GASTOS EN BIENES CORRIENTES Y SERVICIOS,21,"REPARACIONES, MANTENIMIENTO Y CONSERVACION","21 REPARACIONES, MANTENIMIENTO Y CONSERVACION",219,OTRO INMOVILIZADO MATERIAL,219 OTRO INMOVILIZADO MATERIAL,21900,INMOVILIZADO PROPIO,21900 INMOVILIZADO PROPIO,9,ACTUACIONES DE CARÁCTER GENERAL,9 ACTUACIONES DE CARACTER GENERAL,91,SERVICIOS DE CARÁCTER GENERAL,91 SERVICIOS DE CARACTER GENERAL,911,SERVICIOS DE CARÁCTER GENERAL,911 SERVICIOS DE CARACTER GENERAL,9111,SERVICIOS DE CARÁCTER GENERAL Y ATENCIÓN AL CIUDADANO,9111 SERVICIOS DE CARACTER GENERAL Y ATENCION AL CIUDADANO,,,,2000
1201.9111.22000,1201,9111,22000,12,HACIENDA Y ADMINISTRACIÓN PÚBLICA,12 HACIENDA Y ADMINISTRACION PUBLICA,1201,SECRETARÍA GENERAL TÉCNICA,1201 SECRETARIA GENERAL TECNICA,,,,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,2 GASTOS EN BIENES CORRIENTES Y SERVICIOS,22,"MATERIAL, SUMINISTROS Y OTROS","22 MATERIAL, SUMINISTROS Y OTROS",220,MATERIAL DE OFICINA,220 MATERIAL DE OFICINA,22000,ORDINARIO NO INVENTARIABLE,22000 ORDINARIO NO INVENTARIABLE,9,ACTUACIONES DE CARÁCTER GENERAL,9 ACTUACIONES DE CARACTER GENERAL,91,SERVICIOS DE CARÁCTER GENERAL,91 SERVICIOS DE CARACTER GENERAL,911,SERVICIOS DE CARÁCTER GENERAL,911 SERVICIOS DE CARACTER GENERAL,9111,SERVICIOS DE CARÁCTER GENERAL Y ATENCIÓN AL CIUDADANO,9111 SERVICIOS DE CARACTER GENERAL Y ATENCION AL CIUDADANO,,,,100000
1201.9111.22001,1201,9111,22001,12,HACIENDA Y ADMINISTRACIÓN PÚBLICA,12 HACIENDA Y ADMINISTRACION PUBLICA,1201,SECRETARÍA GENERAL TÉCNICA,1201 SECRETARIA GENERAL TECNICA,,,,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,2 GASTOS EN BIENES CORRIENTES Y SERVICIOS,22,"MATERIAL, SUMINISTROS Y OTROS","22 MATERIAL, SUMINISTROS Y OTROS",220,MATERIAL DE OFICINA,220 MATERIAL DE OFICINA,22001,"PRENSA, REVISTAS, LIBROS Y OTRAS PUBLICACIONES","22001 PRENSA, REVISTAS, LIBROS Y OTRAS PUBLICACIONES",9,ACTUACIONES DE CARÁCTER GENERAL,9 ACTUACIONES DE CARACTER GENERAL,91,SERVICIOS DE CARÁCTER GENERAL,91 SERVICIOS DE CARACTER GENERAL,911,SERVICIOS DE CARÁCTER GENERAL,911 SERVICIOS DE CARACTER GENERAL,9111,SERVICIOS DE CARÁCTER GENERAL Y ATENCIÓN AL CIUDADANO,9111 SERVICIOS DE CARACTER GENERAL Y ATENCION AL CIUDADANO,,,,20000
1201.9111.22002,1201,9111,22002,12,HACIENDA Y ADMINISTRACIÓN PÚBLICA,12 HACIENDA Y ADMINISTRACION PUBLICA,1201,SECRETARÍA GENERAL TÉCNICA,1201 SECRETARIA GENERAL TECNICA,,,,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,2 GASTOS EN BIENES CORRIENTES Y SERVICIOS,22,"MATERIAL, SUMINISTROS Y OTROS","22 MATERIAL, SUMINISTROS Y OTROS",220,MATERIAL DE OFICINA,220 MATERIAL DE OFICINA,22002,MATERIAL INFORMATICO NO INVENTARIABLE,22002 MATERIAL INFORMATICO NO INVENTARIABLE,9,ACTUACIONES DE CARÁCTER GENERAL,9 ACTUACIONES DE CARACTER GENERAL,91,SERVICIOS DE CARÁCTER GENERAL,91 SERVICIOS DE CARACTER GENERAL,911,SERVICIOS DE CARÁCTER GENERAL,911 SERVICIOS DE CARACTER GENERAL,9111,SERVICIOS DE CARÁCTER GENERAL Y ATENCIÓN AL CIUDADANO,9111 SERVICIOS DE CARACTER GENERAL Y ATENCION AL CIUDADANO,,,,20000
1201.9111.22100,1201,9111,22100,12,HACIENDA Y ADMINISTRACIÓN PÚBLICA,12 HACIENDA Y ADMINISTRACION PUBLICA,1201,SECRETARÍA GENERAL TÉCNICA,1201 SECRETARIA GENERAL TECNICA,,,,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,2 GASTOS EN BIENES CORRIENTES Y SERVICIOS,22,"MATERIAL, SUMINISTROS Y OTROS","22 MATERIAL, SUMINISTROS Y OTROS",221,SUMINISTROS,221 SUMINISTROS,22100,ENERGIA ELECTRICA,22100 ENERGIA ELECTRICA,9,ACTUACIONES DE CARÁCTER GENERAL,9 ACTUACIONES DE CARACTER GENERAL,91,SERVICIOS DE CARÁCTER GENERAL,91 SERVICIOS DE CARACTER GENERAL,911,SERVICIOS DE CARÁCTER GENERAL,911 SERVICIOS DE CARACTER GENERAL,9111,SERVICIOS DE CARÁCTER GENERAL Y ATENCIÓN AL CIUDADANO,9111 SERVICIOS DE CARACTER GENERAL Y ATENCION AL CIUDADANO,,,,250000
1201.9111.22101,1201,9111,22101,12,HACIENDA Y ADMINISTRACIÓN PÚBLICA,12 HACIENDA Y ADMINISTRACION PUBLICA,1201,SECRETARÍA GENERAL TÉCNICA,1201 SECRETARIA GENERAL TECNICA,,,,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,2 GASTOS EN BIENES CORRIENTES Y SERVICIOS,22,"MATERIAL, SUMINISTROS Y OTROS","22 MATERIAL, SUMINISTROS Y OTROS",221,SUMINISTROS,221 SUMINISTROS,22101,AGUA,22101 AGUA,9,ACTUACIONES DE CARÁCTER GENERAL,9 ACTUACIONES DE CARACTER GENERAL,91,SERVICIOS DE CARÁCTER GENERAL,91 SERVICIOS DE CARACTER GENERAL,911,SERVICIOS DE CARÁCTER GENERAL,911 SERVICIOS DE CARACTER GENERAL,9111,SERVICIOS DE CARÁCTER GENERAL Y ATENCIÓN AL CIUDADANO,9111 SERVICIOS DE CARACTER GENERAL Y ATENCION AL CIUDADANO,,,,5000
1201.9111.22102,1201,9111,22102,12,HACIENDA Y ADMINISTRACIÓN PÚBLICA,12 HACIENDA Y ADMINISTRACION PUBLICA,1201,SECRETARÍA GENERAL TÉCNICA,1201 SECRETARIA GENERAL TECNICA,,,,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,2 GASTOS EN BIENES CORRIENTES Y SERVICIOS,22,"MATERIAL, SUMINISTROS Y OTROS","22 MATERIAL, SUMINISTROS Y OTROS",221,SUMINISTROS,221 SUMINISTROS,22102,GAS,22102 GAS,9,ACTUACIONES DE CARÁCTER GENERAL,9 ACTUACIONES DE CARACTER GENERAL,91,SERVICIOS DE CARÁCTER GENERAL,91 SERVICIOS DE CARACTER GENERAL,911,SERVICIOS DE CARÁCTER GENERAL,911 SERVICIOS DE CARACTER GENERAL,9111,SERVICIOS DE CARÁCTER GENERAL Y ATENCIÓN AL CIUDADANO,9111 SERVICIOS DE CARACTER GENERAL Y ATENCION AL CIUDADANO,,,,30000
1201.9111.22104,1201,9111,22104,12,HACIENDA Y ADMINISTRACIÓN PÚBLICA,12 HACIENDA Y ADMINISTRACION PUBLICA,1201,SECRETARÍA GENERAL TÉCNICA,1201 SECRETARIA GENERAL TECNICA,,,,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,2 GASTOS EN BIENES CORRIENTES Y SERVICIOS,22,"MATERIAL, SUMINISTROS Y OTROS","22 MATERIAL, SUMINISTROS Y OTROS",221,SUMINISTROS,221 SUMINISTROS,22104,VESTUARIO,22104 VESTUARIO,9,ACTUACIONES DE CARÁCTER GENERAL,9 ACTUACIONES DE CARACTER GENERAL,91,SERVICIOS DE CARÁCTER GENERAL,91 SERVICIOS DE CARACTER GENERAL,911,SERVICIOS DE CARÁCTER GENERAL,911 SERVICIOS DE CARACTER GENERAL,9111,SERVICIOS DE CARÁCTER GENERAL Y ATENCIÓN AL CIUDADANO,9111 SERVICIOS DE CARACTER GENERAL Y ATENCION AL CIUDADANO,,,,10000
1201.9111.22107,1201,9111,22107,12,HACIENDA Y ADMINISTRACIÓN PÚBLICA,12 HACIENDA Y ADMINISTRACION PUBLICA,1201,SECRETARÍA GENERAL TÉCNICA,1201 SECRETARIA GENERAL TECNICA,,,,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,2 GASTOS EN BIENES CORRIENTES Y SERVICIOS,22,"MATERIAL, SUMINISTROS Y OTROS","22 MATERIAL, SUMINISTROS Y OTROS",221,SUMINISTROS,221 SUMINISTROS,22107,MATERIALES ESPECIALES,22107 MATERIALES ESPECIALES,9,ACTUACIONES DE CARÁCTER GENERAL,9 ACTUACIONES DE CARACTER GENERAL,91,SERVICIOS DE CARÁCTER GENERAL,91 SERVICIOS DE CARACTER GENERAL,911,SERVICIOS DE CARÁCTER GENERAL,911 SERVICIOS DE CARACTER GENERAL,9111,SERVICIOS DE CARÁCTER GENERAL Y ATENCIÓN AL CIUDADANO,9111 SERVICIOS DE CARACTER GENERAL Y ATENCION AL CIUDADANO,,,,40000
1201.9111.22123,1201,9111,22123,12,HACIENDA Y ADMINISTRACIÓN PÚBLICA,12 HACIENDA Y ADMINISTRACION PUBLICA,1201,SECRETARÍA GENERAL TÉCNICA,1201 SECRETARIA GENERAL TECNICA,,,,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,2 GASTOS EN BIENES CORRIENTES Y SERVICIOS,22,"MATERIAL, SUMINISTROS Y OTROS","22 MATERIAL, SUMINISTROS Y OTROS",221,SUMINISTROS,221 SUMINISTROS,22123,CALZADO,22123 CALZADO,9,ACTUACIONES DE CARÁCTER GENERAL,9 ACTUACIONES DE CARACTER GENERAL,91,SERVICIOS DE CARÁCTER GENERAL,91 SERVICIOS DE CARACTER GENERAL,911,SERVICIOS DE CARÁCTER GENERAL,911 SERVICIOS DE CARACTER GENERAL,9111,SERVICIOS DE CARÁCTER GENERAL Y ATENCIÓN AL CIUDADANO,9111 SERVICIOS DE CARACTER GENERAL Y ATENCION AL CIUDADANO,,,,5000
1201.9111.22199,1201,9111,22199,12,HACIENDA Y ADMINISTRACIÓN PÚBLICA,12 HACIENDA Y ADMINISTRACION PUBLICA,1201,SECRETARÍA GENERAL TÉCNICA,1201 SECRETARIA GENERAL TECNICA,,,,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,2 GASTOS EN BIENES CORRIENTES Y SERVICIOS,22,"MATERIAL, SUMINISTROS Y OTROS","22 MATERIAL, SUMINISTROS Y OTROS",221,SUMINISTROS,221 SUMINISTROS,22199,OTROS SUMINISTROS,22199 OTROS SUMINISTROS,9,ACTUACIONES DE CARÁCTER GENERAL,9 ACTUACIONES DE CARACTER GENERAL,91,SERVICIOS DE CARÁCTER GENERAL,91 SERVICIOS DE CARACTER GENERAL,911,SERVICIOS DE CARÁCTER GENERAL,911 SERVICIOS DE CARACTER GENERAL,9111,SERVICIOS DE CARÁCTER GENERAL Y ATENCIÓN AL CIUDADANO,9111 SERVICIOS DE CARACTER GENERAL Y ATENCION AL CIUDADANO,,,,25000
1201.9111.22201,1201,9111,22201,12,HACIENDA Y ADMINISTRACIÓN PÚBLICA,12 HACIENDA Y ADMINISTRACION PUBLICA,1201,SECRETARÍA GENERAL TÉCNICA,1201 SECRETARIA GENERAL TECNICA,,,,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,2 GASTOS EN BIENES CORRIENTES Y SERVICIOS,22,"MATERIAL, SUMINISTROS Y OTROS","22 MATERIAL, SUMINISTROS Y OTROS",222,COMUNICACIONES,222 COMUNICACIONES,22201,POSTALES,22201 POSTALES,9,ACTUACIONES DE CARÁCTER GENERAL,9 ACTUACIONES DE CARACTER GENERAL,91,SERVICIOS DE CARÁCTER GENERAL,91 SERVICIOS DE CARACTER GENERAL,911,SERVICIOS DE CARÁCTER GENERAL,911 SERVICIOS DE CARACTER GENERAL,9111,SERVICIOS DE CARÁCTER GENERAL Y ATENCIÓN AL CIUDADANO,9111 SERVICIOS DE CARACTER GENERAL Y ATENCION AL CIUDADANO,,,,100000
1201.9111.22300,1201,9111,22300,12,HACIENDA Y ADMINISTRACIÓN PÚBLICA,12 HACIENDA Y ADMINISTRACION PUBLICA,1201,SECRETARÍA GENERAL TÉCNICA,1201 SECRETARIA GENERAL TECNICA,,,,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,2 GASTOS EN BIENES CORRIENTES Y SERVICIOS,22,"MATERIAL, SUMINISTROS Y OTROS","22 MATERIAL, SUMINISTROS Y OTROS",223,TRANSPORTES,223 TRANSPORTES,22300,TRANSPORTES,22300 TRANSPORTES,9,ACTUACIONES DE CARÁCTER GENERAL,9 ACTUACIONES DE CARACTER GENERAL,91,SERVICIOS DE CARÁCTER GENERAL,91 SERVICIOS DE CARACTER GENERAL,911,SERVICIOS DE CARÁCTER GENERAL,911 SERVICIOS DE CARACTER GENERAL,9111,SERVICIOS DE CARÁCTER GENERAL Y ATENCIÓN AL CIUDADANO,9111 SERVICIOS DE CARACTER GENERAL Y ATENCION AL CIUDADANO,,,,10000
1201.9111.22500,1201,9111,22500,12,HACIENDA Y ADMINISTRACIÓN PÚBLICA,12 HACIENDA Y ADMINISTRACION PUBLICA,1201,SECRETARÍA GENERAL TÉCNICA,1201 SECRETARIA GENERAL TECNICA,,,,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,2 GASTOS EN BIENES CORRIENTES Y SERVICIOS,22,"MATERIAL, SUMINISTROS Y OTROS","22 MATERIAL, SUMINISTROS Y OTROS",225,TRIBUTOS,225 TRIBUTOS,22500,LOCALES,22500 LOCALES,9,ACTUACIONES DE CARÁCTER GENERAL,9 ACTUACIONES DE CARACTER GENERAL,91,SERVICIOS DE CARÁCTER GENERAL,91 SERVICIOS DE CARACTER GENERAL,911,SERVICIOS DE CARÁCTER GENERAL,911 SERVICIOS DE CARACTER GENERAL,9111,SERVICIOS DE CARÁCTER GENERAL Y ATENCIÓN AL CIUDADANO,9111 SERVICIOS DE CARACTER GENERAL Y ATENCION AL CIUDADANO,,,,5000
1201.9111.22501,1201,9111,22501,12,HACIENDA Y ADMINISTRACIÓN PÚBLICA,12 HACIENDA Y ADMINISTRACION PUBLICA,1201,SECRETARÍA GENERAL TÉCNICA,1201 SECRETARIA GENERAL TECNICA,,,,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,2 GASTOS EN BIENES CORRIENTES Y SERVICIOS,22,"MATERIAL, SUMINISTROS Y OTROS","22 MATERIAL, SUMINISTROS Y OTROS",225,TRIBUTOS,225 TRIBUTOS,22501,AUTONOMICAS,22501 AUTONOMICAS,9,ACTUACIONES DE CARÁCTER GENERAL,9 ACTUACIONES DE CARACTER GENERAL,91,SERVICIOS DE CARÁCTER GENERAL,91 SERVICIOS DE CARACTER GENERAL,911,SERVICIOS DE CARÁCTER GENERAL,911 SERVICIOS DE CARACTER GENERAL,9111,SERVICIOS DE CARÁCTER GENERAL Y ATENCIÓN AL CIUDADANO,9111 SERVICIOS DE CARACTER GENERAL Y ATENCION AL CIUDADANO,,,,2000
1201.9111.22601,1201,9111,22601,12,HACIENDA Y ADMINISTRACIÓN PÚBLICA,12 HACIENDA Y ADMINISTRACION PUBLICA,1201,SECRETARÍA GENERAL TÉCNICA,1201 SECRETARIA GENERAL TECNICA,,,,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,2 GASTOS EN BIENES CORRIENTES Y SERVICIOS,22,"MATERIAL, SUMINISTROS Y OTROS","22 MATERIAL, SUMINISTROS Y OTROS",226,GASTOS DIVERSOS,226 GASTOS DIVERSOS,22601,ATENCIONES PROTOCOLARIAS Y REPRESENTATIVAS,22601 ATENCIONES PROTOCOLARIAS Y REPRESENTATIVAS,9,ACTUACIONES DE CARÁCTER GENERAL,9 ACTUACIONES DE CARACTER GENERAL,91,SERVICIOS DE CARÁCTER GENERAL,91 SERVICIOS DE CARACTER GENERAL,911,SERVICIOS DE CARÁCTER GENERAL,911 SERVICIOS DE CARACTER GENERAL,9111,SERVICIOS DE CARÁCTER GENERAL Y ATENCIÓN AL CIUDADANO,9111 SERVICIOS DE CARACTER GENERAL Y ATENCION AL CIUDADANO,,,,15000
1201.9111.22602,1201,9111,22602,12,HACIENDA Y ADMINISTRACIÓN PÚBLICA,12 HACIENDA Y ADMINISTRACION PUBLICA,1201,SECRETARÍA GENERAL TÉCNICA,1201 SECRETARIA GENERAL TECNICA,,,,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,2 GASTOS EN BIENES CORRIENTES Y SERVICIOS,22,"MATERIAL, SUMINISTROS Y OTROS","22 MATERIAL, SUMINISTROS Y OTROS",226,GASTOS DIVERSOS,226 GASTOS DIVERSOS,22602,PUBLICIDAD Y PROPAGANDA,22602 PUBLICIDAD Y PROPAGANDA,9,ACTUACIONES DE CARÁCTER GENERAL,9 ACTUACIONES DE CARACTER GENERAL,91,SERVICIOS DE CARÁCTER GENERAL,91 SERVICIOS DE CARACTER GENERAL,911,SERVICIOS DE CARÁCTER GENERAL,911 SERVICIOS DE CARACTER GENERAL,9111,SERVICIOS DE CARÁCTER GENERAL Y ATENCIÓN AL CIUDADANO,9111 SERVICIOS DE CARACTER GENERAL Y ATENCION AL CIUDADANO,,,,2000
